"","GeneID","F_notatus_BW_1.quant","F_notatus_BW_2.quant","F_notatus_BW_3.quant","F_notatus_FW_1.quant","F_notatus_FW_2.quant","F_notatus_FW_3.quant","F_notatus_transfer_1.quant","F_notatus_transfer_2.quant","F_notatus_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"157725","gi|831492786|ref|XP_012707731.1| PREDICTED: interferon alpha-inducible protein 27-like protein 2A [Fundulus heteroclitus]","3354.69792708745","3301.99015093319","2336.50026861342","9309.95144594348","7496.91230940352","6982.49777422523","6533.20090977872","3606.04536553908","4404.79902198641",5258.5105748345,-0.709096525377071,0.260556137558001,-2.72147312292432,0.00649916698458236,0.0530488071545208,5258.5105748345,0.694449053644132,0.260680327304015,2.66398719391756,0.00772205023250241,0.0777087246790285,5258.5105748345,-1.4035455790212,0.260626793330096,-5.38526972260886,7.23360914785516e-08,9.8615368006289e-05,"TRINITY_DN125909_c4_g2_i1","TRINITY_DN125909_c4_g2","Transcript_100686","gi|831492786|ref|XP_012707731.1| PREDICTED: interferon alpha-inducible protein 27-like protein 2A [Fundulus heteroclitus]"
"52166","ENSXMAP00000000680","0","0","0","0","0","78.7536483240633","23.926940542919","7.60644118996865","0",12.2541144507723,-1.31768297849595,3.7398050733263,-0.352340015765569,0.72458328154164,NA,12.2541144507723,19.2292222712515,3.91590100051623,4.91054862436933,9.08219309738201e-07,NA,12.2541144507723,-20.5469052497474,3.91171518852949,-5.25265881064093,1.49919099603838e-07,0.000165453573924693,"TRINITY_DN126760_c11_g5_i1","TRINITY_DN126760_c11_g5","Transcript_117392","gi|831542165|ref|XP_012724979.1| PREDICTED: neurturin [Fundulus heteroclitus]"
"104362","ENSXMAP00000010720","7.02024648603829","6.03015457361636","13.9865280135784","275.471293875657","36.2076383462954","3518.162189917","84.8863954363504","10.1953095809883","224.794532903608",464.083809903681,-3.58323383929495,1.46976854062055,-2.43795790987748,0.0147704937091764,0.0913870335064783,464.083809903681,3.55276621092119,1.49070064341716,2.3832861591695,0.0171588502700511,0.128071137224687,464.083809903681,-7.13600005021613,1.48857085337609,-4.79385985156945,1.63602587881368e-06,0.000972218865830408,"TRINITY_DN118122_c0_g1_i1","TRINITY_DN118122_c0_g1","Transcript_33359","gi|831566952|ref|XP_012733549.1| PREDICTED: alpha-1-antitrypsin homolog isoform X2 [Fundulus heteroclitus]"
"104363","ENSXMAP00000010720","7.02024648603829","6.03015457361636","13.9865280135784","275.471293875657","36.2076383462954","3518.162189917","84.8863954363504","10.1953095809883","224.794532903608",464.083809903681,-3.58323383929495,1.46976854062055,-2.43795790987748,0.0147704937091764,0.0913870335064783,464.083809903681,3.55276621092119,1.49070064341716,2.3832861591695,0.0171588502700511,0.128071137224687,464.083809903681,-7.13600005021613,1.48857085337609,-4.79385985156945,1.63602587881368e-06,0.000972218865830408,"TRINITY_DN118122_c0_g1_i1","TRINITY_DN118122_c0_g1","Transcript_33359","gi|831566955|ref|XP_012733550.1| PREDICTED: alpha-1-antitrypsin homolog isoform X2 [Fundulus heteroclitus]"
"104364","ENSXMAP00000010720","7.02024648603829","6.03015457361636","13.9865280135784","275.471293875657","36.2076383462954","3518.162189917","84.8863954363504","10.1953095809883","224.794532903608",464.083809903681,-3.58323383929495,1.46976854062055,-2.43795790987748,0.0147704937091764,0.0913870335064783,464.083809903681,3.55276621092119,1.49070064341716,2.3832861591695,0.0171588502700511,0.128071137224687,464.083809903681,-7.13600005021613,1.48857085337609,-4.79385985156945,1.63602587881368e-06,0.000972218865830408,"TRINITY_DN118122_c0_g1_i1","TRINITY_DN118122_c0_g1","Transcript_33359","gi|831566949|ref|XP_012733548.1| PREDICTED: alpha-1-antitrypsin homolog isoform X1 [Fundulus heteroclitus]"
"81420","ENSXMAP00000006232","2.00348594587831","1.50864178165279","0.499339635040774","46.7651106888439","2.78729839362944","384.66280967282","13.4720002006168","1.27215705055955","30.3375047438126",53.700927568095,-3.27947005635716,1.29076382043947,-2.54072046677029,0.0110624324613863,0.0760249764813865,53.700927568095,3.50533676347413,1.4338379659062,2.44472307668232,0.0144963400904762,0.11519501372843,53.700927568095,-6.78480681983129,1.41861913642256,-4.78268384066853,1.7297006854717e-06,0.00100218857716231,"TRINITY_DN116268_c0_g1_i1","TRINITY_DN116268_c0_g1","Transcript_104648","gi|831506344|ref|XP_012712510.1| PREDICTED: prothrombin [Fundulus heteroclitus]"
"42059","ENSTNIP00000011384","25.9265244491483","86.0914115338671","57.2991660519752","0","0","0","0","10.1116522228141","6.03661590268295",20.6072633511653,4.30731174541563,1.70811146766603,2.5216807140234,0.0116795666111404,0.0789767262522566,20.6072633511653,-3.45275823249155,1.24109843486817,-2.78201803780237,0.00540220375037497,0.061601248735619,20.6072633511653,7.76006997790718,1.66880103900029,4.65008697654929,3.31795073945813e-06,0.00163610268803578,"TRINITY_DN123976_c5_g1_i5","TRINITY_DN123976_c5_g1","Transcript_192949","gi|831504252|ref|XP_012711786.1| PREDICTED: calcium/calmodulin-dependent protein kinase kinase 1-like [Fundulus heteroclitus]"
"142891","ENSXMAP00000017813","0","0","0","18.2677756940604","2.7927936361758","176.316241662601","6.01017722636542","0","9.14207900228426",23.6143408023874,-3.71080650563918,1.57008969340673,-2.36343600064503,0.0181063537126748,0.103790707865196,23.6143408023874,5.24712709918247,1.95890694692473,2.67859946457379,0.00739307708820626,0.0755525801951522,23.6143408023874,-8.95793360482165,1.92477889896771,-4.65400655089576,3.25546452677202e-06,0.00163610268803578,"TRINITY_DN114238_c3_g1_i1","TRINITY_DN114238_c3_g1","Transcript_308741","gi|831491079|ref|XP_012707130.1| PREDICTED: diablo homolog, mitochondrial-like [Fundulus heteroclitus]"
"69665","ENSXMAP00000003946","7.30585629211408","1.42040406073871","7.14376875329254","179.217729917668","11.9424349642362","1238.74290601344","54.0440945429079","11.3433663354296","80.9265182053038",176.898564342792,-3.29047699350911,1.37780579522681,-2.38820086612239,0.0169310851954917,0.0995494060018099,176.898564342792,3.1653364305395,1.41236816375112,2.24115532463764,0.0250160155684137,0.159374882373817,176.898564342792,-6.4558134240486,1.40697168564802,-4.58844587272216,4.4655805753805e-06,0.00188171446209124,"TRINITY_DN119082_c0_g1_i3","TRINITY_DN119082_c0_g1","Transcript_133748","gi|831511969|ref|XP_012714413.1| PREDICTED: lysozyme C-like [Fundulus heteroclitus]"
"69666","ENSXMAP00000003946","7.30585629211408","1.42040406073871","7.14376875329254","179.217729917668","11.9424349642362","1238.74290601344","54.0440945429079","11.3433663354296","80.9265182053038",176.898564342792,-3.29047699350911,1.37780579522681,-2.38820086612239,0.0169310851954917,0.0995494060018099,176.898564342792,3.1653364305395,1.41236816375112,2.24115532463764,0.0250160155684137,0.159374882373817,176.898564342792,-6.4558134240486,1.40697168564802,-4.58844587272216,4.4655805753805e-06,0.00188171446209124,"TRINITY_DN119082_c0_g1_i2","TRINITY_DN119082_c0_g1","Transcript_133747","gi|831478553|ref|XP_012717103.1| PREDICTED: lysozyme C-like [Fundulus heteroclitus]"
"69667","ENSXMAP00000003946","7.30585629211408","1.42040406073871","7.14376875329254","179.217729917668","11.9424349642362","1238.74290601344","54.0440945429079","11.3433663354296","80.9265182053038",176.898564342792,-3.29047699350911,1.37780579522681,-2.38820086612239,0.0169310851954917,0.0995494060018099,176.898564342792,3.1653364305395,1.41236816375112,2.24115532463764,0.0250160155684137,0.159374882373817,176.898564342792,-6.4558134240486,1.40697168564802,-4.58844587272216,4.4655805753805e-06,0.00188171446209124,"TRINITY_DN119082_c0_g1_i2","TRINITY_DN119082_c0_g1","Transcript_133747","gi|831511969|ref|XP_012714413.1| PREDICTED: lysozyme C-like [Fundulus heteroclitus]"
